,date,time,comp,round,day,venue,result,gf,ga,opponent,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,pk,pkatt,season,team
33,2016-03-20,17:00,Ligue 1,Matchweek 31,Sun,Home,W,3,0,Gazélec Ajaccio,62.0,19066.0,Nampalys Mendy,4-1-2-1-2◆,Nicolas Rainville,Match Report,,10.0,5.0,,0.0,0.0,2016,Nice
34,2016-04-02,17:00,Ligue 1,Matchweek 32,Sat,Away,L,1,4,Paris S-G,44.0,46919.0,Nampalys Mendy,4-1-2-1-2◆,Mikael Lesage,Match Report,,6.0,4.0,,0.0,0.0,2016,Nice
35,2016-04-10,17:00,Ligue 1,Matchweek 33,Sun,Home,W,3,0,Rennes,59.0,23622.0,Nampalys Mendy,4-1-2-1-2◆,Clément Turpin,Match Report,,11.0,8.0,,1.0,1.0,2016,Nice
36,2016-04-15,20:30,Ligue 1,Matchweek 34,Fri,Away,D,1,1,Lyon,48.0,55744.0,Nampalys Mendy,4-1-2-1-2◆,Lionel Jaffredo,Match Report,,6.0,2.0,,0.0,0.0,2016,Nice
37,2016-04-22,20:30,Ligue 1,Matchweek 35,Fri,Home,W,2,0,Reims,65.0,21913.0,Nampalys Mendy,4-1-2-1-2◆,Benoît Bastien,Match Report,,10.0,5.0,,1.0,1.0,2016,Nice
38,2016-04-30,14:00,Ligue 1,Matchweek 36,Sat,Away,L,0,1,Nantes,57.0,21442.0,Nampalys Mendy,4-1-2-1-2◆,Antony Gautier,Match Report,,5.0,2.0,,0.0,0.0,2016,Nice
39,2016-05-07,21:00,Ligue 1,Matchweek 37,Sat,Home,W,2,0,Saint-Étienne,65.0,35596.0,Nampalys Mendy,4-1-2-1-2◆,Benoît Millot,Match Report,,12.0,4.0,,0.0,0.0,2016,Nice
40,2016-05-14,21:00,Ligue 1,Matchweek 38,Sat,Away,W,3,2,Guingamp,66.0,17236.0,Nampalys Mendy,4-1-2-1-2◆,Ruddy Buquet,Match Report,,10.0,3.0,,0.0,0.0,2016,Nice
0,2015-08-07,20:30,Ligue 1,Matchweek 1,Fri,Home,L,0,1,Paris S-G,52.0,39601.0,Rio Mavuba,4-2-3-1,Frédy Fautrel,Match Report,,12.0,2.0,,0.0,0.0,2016,Lille
1,2015-08-14,20:30,Ligue 1,Matchweek 2,Fri,Away,D,0,0,Monaco,37.0,13331.0,Rio Mavuba,4-3-3,Benoît Millot,Match Report,,9.0,2.0,,0.0,0.0,2016,Lille
2,2015-08-23,14:00,Ligue 1,Matchweek 3,Sun,Home,D,0,0,Bordeaux,53.0,28035.0,Rio Mavuba,4-3-3,Lionel Jaffredo,Match Report,,16.0,5.0,,0.0,0.0,2016,Lille
3,2015-08-29,20:00,Ligue 1,Matchweek 4,Sat,Home,W,1,0,Gazélec Ajaccio,53.0,27138.0,Rio Mavuba,4-3-3,Mikael Lesage,Match Report,,13.0,5.0,,0.0,0.0,2016,Lille
4,2015-09-12,17:00,Ligue 1,Matchweek 5,Sat,Away,D,0,0,Lyon,43.0,32137.0,Rio Mavuba,3-4-3,Franck Schneider,Match Report,,9.0,3.0,,0.0,0.0,2016,Lille
5,2015-09-18,20:30,Ligue 1,Matchweek 6,Fri,Away,D,1,1,Rennes,51.0,27339.0,Rio Mavuba,3-4-1-2,Stéphane Jochem,Match Report,,15.0,5.0,,0.0,0.0,2016,Lille
6,2015-09-25,20:30,Ligue 1,Matchweek 8,Fri,Away,L,0,1,Reims,63.0,11696.0,Rio Mavuba,3-4-3,Ruddy Buquet,Match Report,,9.0,3.0,,0.0,0.0,2016,Lille
7,2015-09-29,18:30,Ligue 1,Matchweek 7,Tue,Home,L,0,1,Nantes,64.0,27667.0,Rio Mavuba,4-2-3-1,Jérôme Miguelgorry,Match Report,,20.0,4.0,,0.0,0.0,2016,Lille
8,2015-10-02,20:30,Ligue 1,Matchweek 9,Fri,Home,W,2,0,Montpellier,52.0,30895.0,Rio Mavuba,3-4-3,Saïd Ennjimi,Match Report,,22.0,5.0,,1.0,1.0,2016,Lille
9,2015-10-17,20:00,Ligue 1,Matchweek 10,Sat,Away,D,1,1,Guingamp,64.0,13084.0,Florent Balmont,3-4-3,Hakim Ben El Hadj Salem,Match Report,,10.0,2.0,,0.0,0.0,2016,Lille
10,2015-10-25,17:00,Ligue 1,Matchweek 11,Sun,Home,L,1,2,Marseille,51.0,35623.0,Rio Mavuba,4-2-3-1,Tony Chapron,Match Report,,10.0,4.0,,0.0,0.0,2016,Lille
12,2015-11-01,14:00,Ligue 1,Matchweek 12,Sun,Away,D,0,0,Nice,43.0,18169.0,Rio Mavuba,3-5-2,Wilfried Bien,Match Report,,9.0,1.0,,0.0,0.0,2016,Lille
13,2015-11-07,20:00,Ligue 1,Matchweek 13,Sat,Home,D,1,1,Bastia,62.0,30852.0,Rio Mavuba,3-4-3,Mikael Lesage,Match Report,,10.0,2.0,,0.0,0.0,2016,Lille
14,2015-11-21,20:00,Ligue 1,Matchweek 14,Sat,Away,D,1,1,Troyes,47.0,10407.0,Rio Mavuba,4-3-3,Lionel Jaffredo,Match Report,,16.0,6.0,,0.0,0.0,2016,Lille
15,2015-11-28,20:00,Ligue 1,Matchweek 15,Sat,Away,L,0,2,Angers,51.0,12000.0,Rio Mavuba,4-3-3,Johan Hamel,Match Report,,8.0,0.0,,0.0,0.0,2016,Lille
16,2015-12-02,21:00,Ligue 1,Matchweek 16,Wed,Home,W,1,0,Saint-Étienne,50.0,29103.0,Rio Mavuba,4-3-3,Franck Schneider,Match Report,,13.0,5.0,,0.0,0.0,2016,Lille
17,2015-12-05,20:00,Ligue 1,Matchweek 17,Sat,Away,W,2,1,Caen,47.0,15952.0,Rio Mavuba,4-3-3,Saïd Ennjimi,Match Report,,12.0,5.0,,0.0,0.0,2016,Lille
18,2015-12-12,20:00,Ligue 1,Matchweek 18,Sat,Home,W,3,0,Lorient,49.0,28170.0,Rio Mavuba,4-3-3,Clément Turpin,Match Report,,17.0,7.0,,0.0,0.0,2016,Lille
20,2015-12-19,20:00,Ligue 1,Matchweek 19,Sat,Away,D,1,1,Toulouse,61.0,14843.0,Rio Mavuba,4-3-3,Ruddy Buquet,Match Report,,24.0,6.0,,0.0,0.0,2016,Lille
22,2016-01-10,17:00,Ligue 1,Matchweek 20,Sun,Home,D,1,1,Nice,40.0,30238.0,Rio Mavuba,4-3-3,Hakim Ben El Hadj Salem,Match Report,,10.0,3.0,,0.0,0.0,2016,Lille
24,2016-01-16,20:00,Ligue 1,Matchweek 21,Sat,Away,L,0,1,Bordeaux,43.0,21207.0,Rio Mavuba,4-3-3,Lionel Jaffredo,Match Report,,10.0,7.0,,0.0,0.0,2016,Lille
26,2016-01-23,20:00,Ligue 1,Matchweek 22,Sat,Home,L,1,3,Troyes,57.0,26431.0,Rio Mavuba,4-3-3,Nicolas Rainville,Match Report,,21.0,5.0,,1.0,1.0,2016,Lille
28,2016-01-29,20:30,Ligue 1,Matchweek 23,Fri,Away,D,1,1,Marseille,43.0,40187.0,Rio Mavuba,4-3-3,Benoît Bastien,Match Report,,12.0,4.0,,0.0,0.0,2016,Lille
29,2016-02-03,19:00,Ligue 1,Matchweek 24,Wed,Home,W,1,0,Caen,63.0,27312.0,Florent Balmont,4-3-3,Stéphane Jochem,Match Report,,12.0,6.0,,0.0,0.0,2016,Lille
30,2016-02-07,14:00,Ligue 1,Matchweek 25,Sun,Home,D,1,1,Rennes,46.0,29012.0,Rio Mavuba,4-3-3,Johan Hamel,Match Report,,16.0,6.0,,0.0,0.0,2016,Lille
31,2016-02-13,17:00,Ligue 1,Matchweek 26,Sat,Away,D,0,0,Paris S-G,40.0,45391.0,Rio Mavuba,4-3-3,Franck Schneider,Match Report,,5.0,0.0,,0.0,0.0,2016,Lille
32,2016-02-21,21:00,Ligue 1,Matchweek 27,Sun,Home,W,1,0,Lyon,45.0,32956.0,Rio Mavuba,4-2-3-1,Benoît Bastien,Match Report,,9.0,2.0,,0.0,0.0,2016,Lille
33,2016-02-27,17:00,Ligue 1,Matchweek 28,Sat,Away,L,0,3,Montpellier,49.0,9576.0,Rio Mavuba,4-3-3,Hakim Ben El Hadj Salem,Match Report,,6.0,2.0,,0.0,0.0,2016,Lille
34,2016-03-05,20:00,Ligue 1,Matchweek 29,Sat,Home,W,2,0,Reims,50.0,27904.0,Rio Mavuba,4-3-3,Mikael Lesage,Match Report,,8.0,5.0,,0.0,0.0,2016,Lille
35,2016-03-12,20:00,Ligue 1,Matchweek 30,Sat,Away,W,2,1,Bastia,55.0,10727.0,Florent Balmont,4-3-3,Saïd Ennjimi,Match Report,,9.0,4.0,,0.0,0.0,2016,Lille
36,2016-03-19,20:00,Ligue 1,Matchweek 31,Sat,Home,W,1,0,Toulouse,52.0,29836.0,Florent Balmont,4-3-3,Bartolomeu Varela,Match Report,,6.0,2.0,,0.0,0.0,2016,Lille
37,2016-04-03,14:00,Ligue 1,Matchweek 32,Sun,Away,W,3,0,Nantes,41.0,25518.0,Rio Mavuba,4-3-3,Tony Chapron,Match Report,,11.0,7.0,,0.0,0.0,2016,Lille
38,2016-04-10,14:00,Ligue 1,Matchweek 33,Sun,Home,W,4,1,Monaco,51.0,32125.0,Florent Balmont,4-3-3,Sébastien Moreira,Match Report,,8.0,4.0,,0.0,0.0,2016,Lille
39,2016-04-16,20:00,Ligue 1,Matchweek 34,Sat,Away,W,4,2,Gazélec Ajaccio,61.0,3605.0,Rio Mavuba,4-3-3,François Letexier,Match Report,,13.0,5.0,,0.0,0.0,2016,Lille
41,2016-04-27,18:30,Ligue 1,Matchweek 35,Wed,Home,D,0,0,Angers,66.0,32001.0,Florent Balmont,4-3-3,Johan Hamel,Match Report,,12.0,3.0,,0.0,0.0,2016,Lille
42,2016-04-30,19:00,Ligue 1,Matchweek 36,Sat,Away,W,1,0,Lorient,46.0,11501.0,Rio Mavuba,4-3-3,Benoît Bastien,Match Report,,14.0,5.0,,0.0,0.0,2016,Lille
43,2016-05-07,21:00,Ligue 1,Matchweek 37,Sat,Home,D,0,0,Guingamp,59.0,30298.0,Florent Balmont,4-3-3,Amaury Delerue,Match Report,,28.0,7.0,,0.0,0.0,2016,Lille
44,2016-05-14,21:00,Ligue 1,Matchweek 38,Sat,Away,W,1,0,Saint-Étienne,43.0,39550.0,Rio Mavuba,4-3-3,Clément Turpin,Match Report,,12.0,6.0,,1.0,1.0,2016,Lille
2,2015-08-09,17:00,Ligue 1,Matchweek 1,Sun,Away,L,1,2,Toulouse,53.0,15158.0,Loïc Perrin,3-4-3,Bartolomeu Varela,Match Report,,11.0,2.0,,0.0,0.0,2016,Saint Etienne
3,2015-08-15,17:00,Ligue 1,Matchweek 2,Sat,Home,D,1,1,Bordeaux,46.0,34063.0,Moustapha Bayal Sall,4-3-3,Nicolas Rainville,Match Report,,7.0,2.0,,0.0,0.0,2016,Saint Etienne
5,2015-08-23,17:00,Ligue 1,Matchweek 3,Sun,Away,W,1,0,Lorient,64.0,13075.0,Moustapha Bayal Sall,4-2-3-1,Franck Schneider,Match Report,,11.0,5.0,,0.0,0.0,2016,Saint Etienne
7,2015-08-30,14:00,Ligue 1,Matchweek 4,Sun,Home,W,2,1,Bastia,67.0,26249.0,Loïc Perrin,4-2-3-1,Antony Gautier,Match Report,,23.0,6.0,,0.0,0.0,2016,Saint Etienne
8,2015-09-12,20:00,Ligue 1,Matchweek 5,Sat,Away,W,2,1,Montpellier,51.0,10734.0,Loïc Perrin,4-2-3-1,Lionel Jaffredo,Match Report,,12.0,3.0,,0.0,0.0,2016,Saint Etienne
10,2015-09-20,17:00,Ligue 1,Matchweek 6,Sun,Home,W,2,0,Nantes,53.0,28846.0,Loïc Perrin,4-2-3-1,Benoît Millot,Match Report,,13.0,3.0,,0.0,0.0,2016,Saint Etienne
11,2015-09-23,19:00,Ligue 1,Matchweek 7,Wed,Away,W,1,0,Troyes,56.0,12090.0,Moustapha Bayal Sall,4-2-3-1,Sébastien Moreira,Match Report,,12.0,6.0,,0.0,0.0,2016,Saint Etienne
12,2015-09-27,21:00,Ligue 1,Matchweek 8,Sun,Home,L,1,4,Nice,49.0,24556.0,Loïc Perrin,4-2-3-1,Bartolomeu Varela,Match Report,,13.0,5.0,,0.0,1.0,2016,Saint Etienne
14,2015-10-04,17:00,Ligue 1,Matchweek 9,Sun,Away,L,0,1,Caen,61.0,19070.0,Loïc Perrin,4-2-3-1,Johan Hamel,Match Report,,10.0,3.0,,0.0,0.0,2016,Saint Etienne
15,2015-10-17,20:00,Ligue 1,Matchweek 10,Sat,Home,W,2,0,Gazélec Ajaccio,58.0,28041.0,Loïc Perrin,4-2-3-1,Stéphane Jochem,Match Report,,13.0,6.0,,0.0,0.0,2016,Saint Etienne
17,2015-10-25,21:00,Ligue 1,Matchweek 11,Sun,Away,L,1,4,Paris S-G,30.0,47385.0,Loïc Perrin,4-2-3-1,Clément Turpin,Match Report,,14.0,6.0,,0.0,0.0,2016,Saint Etienne
18,2015-10-31,17:00,Ligue 1,Matchweek 12,Sat,Home,W,3,0,Reims,58.0,28825.0,Loïc Perrin,4-2-3-1,Amaury Delerue,Match Report,,20.0,8.0,,0.0,0.0,2016,Saint Etienne
20,2015-11-08,21:00,Ligue 1,Matchweek 13,Sun,Away,L,0,3,Lyon,40.0,38752.0,Loïc Perrin,4-3-3,Tony Chapron,Match Report,,6.0,1.0,,0.0,0.0,2016,Saint Etienne
21,2015-11-22,21:00,Ligue 1,Matchweek 14,Sun,Home,L,0,2,Marseille,49.0,34681.0,Loïc Perrin,4-2-3-1,Frédy Fautrel,Match Report,,12.0,4.0,,0.0,0.0,2016,Saint Etienne
23,2015-11-29,14:00,Ligue 1,Matchweek 15,Sun,Home,W,3,0,Guingamp,58.0,25249.0,Loïc Perrin,4-2-3-1,Ruddy Buquet,Match Report,,10.0,7.0,,1.0,1.0,2016,Saint Etienne
24,2015-12-02,21:00,Ligue 1,Matchweek 16,Wed,Away,L,0,1,Lille,50.0,29103.0,Loïc Perrin,4-2-3-1,Franck Schneider,Match Report,,9.0,0.0,,0.0,0.0,2016,Saint Etienne
25,2015-12-06,21:00,Ligue 1,Matchweek 17,Sun,Home,D,1,1,Rennes,55.0,26668.0,Loïc Perrin,4-2-3-1,Nicolas Rainville,Match Report,,14.0,4.0,,1.0,1.0,2016,Saint Etienne
27,2015-12-13,14:00,Ligue 1,Matchweek 18,Sun,Away,L,0,1,Monaco,49.0,7213.0,Loïc Perrin,4-2-3-1,Mikael Lesage,Match Report,,5.0,0.0,,0.0,0.0,2016,Saint Etienne
29,2015-12-20,14:00,Ligue 1,Matchweek 19,Sun,Home,W,1,0,Angers,57.0,30985.0,Loïc Perrin,4-2-3-1,Bartolomeu Varela,Match Report,,15.0,2.0,,0.0,0.0,2016,Saint Etienne
31,2016-01-10,14:00,Ligue 1,Matchweek 20,Sun,Away,L,1,2,Nantes,48.0,25509.0,Moustapha Bayal Sall,4-2-3-1,Stéphane Lannoy,Match Report,,9.0,2.0,,1.0,1.0,2016,Saint Etienne
32,2016-01-17,21:00,Ligue 1,Matchweek 21,Sun,Home,W,1,0,Lyon,29.0,36503.0,Moustapha Bayal Sall,4-2-3-1,Clément Turpin,Match Report,,9.0,2.0,,0.0,0.0,2016,Saint Etienne
34,2016-01-24,17:00,Ligue 1,Matchweek 22,Sun,Away,D,1,1,Reims,52.0,13048.0,Loïc Perrin,5-4-1,Ruddy Buquet,Match Report,,5.0,1.0,,0.0,0.0,2016,Saint Etienne
35,2016-01-31,21:00,Ligue 1,Matchweek 23,Sun,Home,L,0,2,Paris S-G,35.0,32689.0,Moustapha Bayal Sall,3-4-3,Lionel Jaffredo,Match Report,,12.0,3.0,,0.0,0.0,2016,Saint Etienne
36,2016-02-04,21:00,Ligue 1,Matchweek 24,Thu,Away,W,1,0,Rennes,51.0,18049.0,Moustapha Bayal Sall,4-3-3,Benoît Millot,Match Report,,13.0,4.0,,0.0,0.0,2016,Saint Etienne
37,2016-02-07,17:00,Ligue 1,Matchweek 25,Sun,Away,W,4,1,Bordeaux,41.0,34377.0,Moustapha Bayal Sall,4-3-3,Benoît Bastien,Match Report,,14.0,8.0,,0.0,1.0,2016,Saint Etienne
39,2016-02-14,17:00,Ligue 1,Matchweek 26,Sun,Home,D,1,1,Monaco,59.0,31868.0,Moustapha Bayal Sall,4-3-3,Frédy Fautrel,Match Report,,18.0,6.0,,0.0,0.0,2016,Saint Etienne
41,2016-02-21,14:00,Ligue 1,Matchweek 27,Sun,Away,D,1,1,Marseille,50.0,50570.0,Moustapha Bayal Sall,4-3-3,Clément Turpin,Match Report,,15.0,1.0,,0.0,0.0,2016,Saint Etienne
43,2016-02-28,17:00,Ligue 1,Matchweek 28,Sun,Home,L,1,2,Caen,63.0,29475.0,Moustapha Bayal Sall,4-3-3,Franck Schneider,Match Report,,15.0,4.0,,0.0,0.0,2016,Saint Etienne
45,2016-03-05,20:00,Ligue 1,Matchweek 29,Sat,Away,D,0,0,Angers,61.0,15892.0,Moustapha Bayal Sall,4-3-3,Antony Gautier,Match Report,,7.0,1.0,,0.0,0.0,2016,Saint Etienne
46,2016-03-12,20:00,Ligue 1,Matchweek 30,Sat,Away,L,0,2,Guingamp,69.0,13981.0,Loïc Perrin,4-2-3-1,Stéphane Jochem,Match Report,,13.0,2.0,,0.0,0.0,2016,Saint Etienne
47,2016-03-19,17:00,Ligue 1,Matchweek 31,Sat,Home,W,3,0,Montpellier,42.0,28037.0,Moustapha Bayal Sall,4-2-3-1,Jérôme Miguelgorry,Match Report,,9.0,5.0,,0.0,0.0,2016,Saint Etienne
48,2016-04-02,20:00,Ligue 1,Matchweek 32,Sat,Away,W,2,0,Gazélec Ajaccio,46.0,3665.0,Loïc Perrin,4-3-3,Clément Turpin,Match Report,,7.0,4.0,,0.0,0.0,2016,Saint Etienne
49,2016-04-09,20:00,Ligue 1,Matchweek 33,Sat,Home,W,1,0,Troyes,59.0,29824.0,Loïc Perrin,4-3-3,Johan Hamel,Match Report,,16.0,7.0,,0.0,0.0,2016,Saint Etienne
50,2016-04-16,20:00,Ligue 1,Matchweek 34,Sat,Away,W,1,0,Bastia,54.0,11631.0,Loïc Perrin,4-3-3,Benoît Millot,Match Report,,9.0,4.0,,0.0,0.0,2016,Saint Etienne
51,2016-04-24,17:00,Ligue 1,Matchweek 35,Sun,Home,W,2,0,Lorient,49.0,29550.0,Loïc Perrin,4-3-3,Amaury Delerue,Match Report,,12.0,5.0,,0.0,0.0,2016,Saint Etienne
52,2016-04-30,17:00,Ligue 1,Matchweek 36,Sat,Home,D,0,0,Toulouse,52.0,30578.0,Loïc Perrin,4-3-3,Lionel Jaffredo,Match Report,,9.0,0.0,,0.0,0.0,2016,Saint Etienne
53,2016-05-07,21:00,Ligue 1,Matchweek 37,Sat,Away,L,0,2,Nice,35.0,35596.0,Jérémy Clément,5-3-2,Benoît Millot,Match Report,,2.0,1.0,,0.0,0.0,2016,Saint Etienne
54,2016-05-14,21:00,Ligue 1,Matchweek 38,Sat,Home,L,0,1,Lille,57.0,39550.0,Loïc Perrin,4-2-3-1,Clément Turpin,Match Report,,12.0,3.0,,0.0,0.0,2016,Saint Etienne
0,2015-08-08,21:00,Ligue 1,Matchweek 1,Sat,Away,W,1,0,Marseille,30.0,60458.0,Julien Féret,4-1-4-1,Franck Schneider,Match Report,,8.0,4.0,,0.0,0.0,2016,Caen
1,2015-08-15,20:00,Ligue 1,Matchweek 2,Sat,Home,W,1,0,Toulouse,44.0,16791.0,Julien Féret,4-1-4-1,Stéphane Jochem,Match Report,,9.0,3.0,,0.0,0.0,2016,Caen
2,2015-08-22,20:00,Ligue 1,Matchweek 3,Sat,Away,L,1,2,Nice,34.0,15908.0,Julien Féret,4-5-1,Jérôme Miguelgorry,Match Report,,12.0,6.0,,0.0,0.0,2016,Caen
3,2015-08-29,17:00,Ligue 1,Matchweek 4,Sat,Home,L,0,4,Lyon,35.0,19795.0,Julien Féret,4-1-4-1,Nicolas Rainville,Match Report,,14.0,6.0,,0.0,0.0,2016,Caen
4,2015-09-12,20:00,Ligue 1,Matchweek 5,Sat,Away,W,3,1,Troyes,31.0,10795.0,Julien Féret,4-1-4-1,Bartolomeu Varela,Match Report,,15.0,8.0,,0.0,0.0,2016,Caen
5,2015-09-19,20:00,Ligue 1,Matchweek 6,Sat,Home,W,2,1,Montpellier,43.0,15069.0,Julien Féret,4-1-4-1,Hakim Ben El Hadj Salem,Match Report,,16.0,6.0,,0.0,0.0,2016,Caen
6,2015-09-23,19:00,Ligue 1,Matchweek 7,Wed,Away,L,0,2,Lorient,45.0,9067.0,Julien Féret,4-4-1-1,Saïd Ennjimi,Match Report,,14.0,2.0,,0.0,0.0,2016,Caen
7,2015-09-26,20:00,Ligue 1,Matchweek 8,Sat,Home,W,2,0,Gazélec Ajaccio,43.0,15835.0,Julien Féret,4-1-4-1,Lionel Jaffredo,Match Report,,16.0,9.0,,0.0,0.0,2016,Caen
8,2015-10-04,17:00,Ligue 1,Matchweek 9,Sun,Home,W,1,0,Saint-Étienne,39.0,19070.0,Julien Féret,4-3-3,Johan Hamel,Match Report,,14.0,7.0,,0.0,0.0,2016,Caen
9,2015-10-17,20:00,Ligue 1,Matchweek 10,Sat,Away,W,1,0,Reims,40.0,10555.0,Julien Féret,4-3-3,Wilfried Bien,Match Report,,11.0,4.0,,0.0,0.0,2016,Caen
10,2015-10-23,18:30,Ligue 1,Matchweek 11,Fri,Home,L,0,2,Nantes,54.0,19571.0,Julien Féret,4-2-3-1,Stéphane Lannoy,Match Report,,16.0,4.0,,0.0,0.0,2016,Caen
12,2015-10-31,20:00,Ligue 1,Matchweek 12,Sat,Away,L,0,1,Bastia,49.0,10386.0,Julien Féret,4-3-3,Benoît Millot,Match Report,,5.0,3.0,,0.0,0.0,2016,Caen
13,2015-11-07,20:00,Ligue 1,Matchweek 13,Sat,Home,W,2,1,Guingamp,42.0,16111.0,Julien Féret,4-3-3,Jérôme Miguelgorry,Match Report,,16.0,5.0,,0.0,0.0,2016,Caen
14,2015-11-22,14:00,Ligue 1,Matchweek 14,Sun,Home,D,0,0,Angers,45.0,18101.0,Julien Féret,4-1-4-1,Franck Schneider,Match Report,,13.0,2.0,,0.0,0.0,2016,Caen
15,2015-11-29,17:00,Ligue 1,Matchweek 15,Sun,Away,W,4,1,Bordeaux,32.0,18830.0,Julien Féret,4-3-3,Tony Chapron,Match Report,,12.0,10.0,,0.0,0.0,2016,Caen
16,2015-12-02,19:00,Ligue 1,Matchweek 16,Wed,Away,D,1,1,Monaco,40.0,5388.0,Julien Féret,4-3-3,Stéphane Lannoy,Match Report,,8.0,3.0,,0.0,0.0,2016,Caen
17,2015-12-05,20:00,Ligue 1,Matchweek 17,Sat,Home,L,1,2,Lille,53.0,15952.0,Julien Féret,4-3-3,Saïd Ennjimi,Match Report,,15.0,5.0,,1.0,1.0,2016,Caen
18,2015-12-11,20:30,Ligue 1,Matchweek 18,Fri,Away,D,1,1,Rennes,32.0,23480.0,Julien Féret,4-3-3,Johan Hamel,Match Report,,12.0,3.0,,0.0,0.0,2016,Caen
19,2015-12-19,17:00,Ligue 1,Matchweek 19,Sat,Home,L,0,3,Paris S-G,23.0,20679.0,Julien Féret,4-3-3,Lionel Jaffredo,Match Report,,8.0,1.0,,0.0,1.0,2016,Caen
21,2016-01-09,20:00,Ligue 1,Matchweek 20,Sat,Away,L,0,2,Angers,40.0,12208.0,Julien Féret,4-1-4-1,Nicolas Rainville,Match Report,,16.0,3.0,,0.0,0.0,2016,Caen
22,2016-01-17,17:00,Ligue 1,Matchweek 21,Sun,Home,L,1,3,Marseille,38.0,20513.0,Julien Féret,4-1-4-1,Amaury Delerue,Match Report,,7.0,3.0,,0.0,0.0,2016,Caen
23,2016-01-23,20:00,Ligue 1,Matchweek 22,Sat,Away,W,2,1,Montpellier,35.0,9076.0,Julien Féret,4-2-3-1,François Letexier,Match Report,,9.0,4.0,,0.0,0.0,2016,Caen
24,2016-01-31,14:00,Ligue 1,Matchweek 23,Sun,Home,W,2,0,Nice,24.0,17061.0,Julien Féret,4-2-3-1,Stéphane Lannoy,Match Report,,9.0,5.0,,1.0,1.0,2016,Caen
25,2016-02-03,19:00,Ligue 1,Matchweek 24,Wed,Away,L,0,1,Lille,37.0,27312.0,Julien Féret,4-1-4-1,Stéphane Jochem,Match Report,,10.0,2.0,,0.0,0.0,2016,Caen
26,2016-02-06,20:00,Ligue 1,Matchweek 25,Sat,Home,L,0,2,Reims,52.0,16018.0,Julien Féret,4-1-4-1,Bartolomeu Varela,Match Report,,14.0,4.0,,0.0,0.0,2016,Caen
27,2016-02-14,14:00,Ligue 1,Matchweek 26,Sun,Away,L,1,4,Lyon,38.0,38624.0,Julien Féret,4-1-4-1,Ruddy Buquet,Match Report,,15.0,6.0,,0.0,0.0,2016,Caen
28,2016-02-21,17:00,Ligue 1,Matchweek 27,Sun,Home,W,1,0,Rennes,35.0,15455.0,Julien Féret,4-4-2,Tony Chapron,Match Report,,12.0,6.0,,0.0,0.0,2016,Caen
29,2016-02-28,17:00,Ligue 1,Matchweek 28,Sun,Away,W,2,1,Saint-Étienne,37.0,29475.0,Julien Féret,5-4-1,Franck Schneider,Match Report,,16.0,6.0,,0.0,0.0,2016,Caen
30,2016-03-04,20:30,Ligue 1,Matchweek 29,Fri,Home,D,2,2,Monaco,49.0,17926.0,Julien Féret,5-4-1,Clément Turpin,Match Report,,14.0,6.0,,1.0,1.0,2016,Caen
31,2016-03-12,20:00,Ligue 1,Matchweek 30,Sat,Away,L,0,1,Gazélec Ajaccio,40.0,3488.0,Julien Féret,4-2-3-1,Bartolomeu Varela,Match Report,,9.0,4.0,,0.0,0.0,2016,Caen
32,2016-03-19,20:00,Ligue 1,Matchweek 31,Sat,Home,W,2,1,Troyes,49.0,17585.0,Julien Féret,4-1-4-1,Lionel Jaffredo,Match Report,,23.0,6.0,,0.0,0.0,2016,Caen
33,2016-04-02,20:00,Ligue 1,Matchweek 32,Sat,Away,L,0,2,Toulouse,54.0,14002.0,Julien Féret,4-1-4-1,François Letexier,Match Report,,6.0,1.0,,0.0,0.0,2016,Caen
34,2016-04-09,20:00,Ligue 1,Matchweek 33,Sat,Home,L,1,2,Lorient,54.0,17408.0,Julien Féret,4-1-4-1,Nicolas Rainville,Match Report,,17.0,4.0,,0.0,0.0,2016,Caen
35,2016-04-16,17:00,Ligue 1,Matchweek 34,Sat,Away,L,0,6,Paris S-G,32.0,44807.0,Nicolas Seube,5-4-1,Bartolomeu Varela,Match Report,,15.0,8.0,,0.0,0.0,2016,Caen
36,2016-04-24,17:00,Ligue 1,Matchweek 35,Sun,Away,D,1,1,Guingamp,42.0,16203.0,Julien Féret,4-1-4-1,Benoît Millot,Match Report,,12.0,5.0,,0.0,0.0,2016,Caen
37,2016-04-30,19:00,Ligue 1,Matchweek 36,Sat,Home,D,0,0,Bastia,49.0,17016.0,Julien Féret,4-1-4-1,Jérôme Miguelgorry,Match Report,,14.0,5.0,,0.0,0.0,2016,Caen
38,2016-05-07,21:00,Ligue 1,Matchweek 37,Sat,Away,W,2,1,Nantes,31.0,30321.0,Julien Féret,4-1-4-1,Johan Hamel,Match Report,,9.0,3.0,,1.0,1.0,2016,Caen
39,2016-05-14,21:00,Ligue 1,Matchweek 38,Sat,Home,W,1,0,Bordeaux,39.0,19599.0,Julien Féret,4-1-4-1,Tony Chapron,Match Report,,10.0,4.0,,1.0,1.0,2016,Caen
0,2015-08-08,21:00,Ligue 1,Matchweek 1,Sat,Away,L,1,2,Bastia,52.0,14702.0,Sylvain Armand,5-4-1,Sébastien Moreira,Match Report,,6.0,3.0,,0.0,0.0,2016,Rennes
